year,pop,lifeExp,gdpPercap,continent,country
1977,36436000.0,64.766,4657.22102,Asia,"Korea, Rep."
1982,39326000.0,67.123,5622.942464,Asia,"Korea, Rep."
1987,41622000.0,69.81,8533.088805,Asia,"Korea, Rep."
1992,43805450.0,72.244,12104.27872,Asia,"Korea, Rep."
1997,46173816.0,74.64699999999999,15993.52796,Asia,"Korea, Rep."
2002,47969150.0,77.045,19233.98818,Asia,"Korea, Rep."
2007,49044790.0,78.623,23348.139730000003,Asia,"Korea, Rep."
1952,160000.0,55.565,108382.3529,Asia,Kuwait
1957,212846.0,58.033,113523.1329,Asia,Kuwait
1962,358266.0,60.47,95458.11176,Asia,Kuwait
1967,575003.0,64.624,80894.88326,Asia,Kuwait
1972,841934.0,67.712,109347.867,Asia,Kuwait
1977,1140357.0,69.343,59265.477139999995,Asia,Kuwait
1982,1497494.0,71.309,31354.03573,Asia,Kuwait
1987,1891487.0,74.17399999999999,28118.42998,Asia,Kuwait
1992,1418095.0,75.19,34932.91959,Asia,Kuwait
1997,1765345.0,76.156,40300.61996,Asia,Kuwait
2002,2111561.0,76.904,35110.10566,Asia,Kuwait
2007,2505559.0,77.58800000000001,47306.98978,Asia,Kuwait
1952,1439529.0,55.928000000000004,4834.804067,Asia,Lebanon
1957,1647412.0,59.489,6089.786934000001,Asia,Lebanon
1962,1886848.0,62.093999999999994,5714.560611,Asia,Lebanon
1967,2186894.0,63.87,6006.983042,Asia,Lebanon
1972,2680018.0,65.421,7486.384341,Asia,Lebanon
1977,3115787.0,66.09899999999999,8659.696836,Asia,Lebanon
1982,3086876.0,66.983,7640.519520999999,Asia,Lebanon
1987,3089353.0,67.926,5377.091329,Asia,Lebanon
1992,3219994.0,69.292,6890.806854,Asia,Lebanon
1997,3430388.0,70.265,8754.96385,Asia,Lebanon
2002,3677780.0,71.028,9313.93883,Asia,Lebanon
2007,3921278.0,71.993,10461.05868,Asia,Lebanon
1952,748747.0,42.138000000000005,298.8462121,Africa,Lesotho
1957,813338.0,45.047,335.99711510000003,Africa,Lesotho
1962,893143.0,47.747,411.80062660000004,Africa,Lesotho
1967,996380.0,48.492,498.63902649999994,Africa,Lesotho
1972,1116779.0,49.766999999999996,496.58159220000005,Africa,Lesotho
1977,1251524.0,52.208,745.3695408,Africa,Lesotho
1982,1411807.0,55.078,797.2631074,Africa,Lesotho
1987,1599200.0,57.18,773.9932140999999,Africa,Lesotho
1992,1803195.0,59.685,977.4862724999999,Africa,Lesotho
1997,1982823.0,55.558,1186.147994,Africa,Lesotho
2002,2046772.0,44.593,1275.184575,Africa,Lesotho
2007,2012649.0,42.592,1569.331442,Africa,Lesotho
1952,863308.0,38.48,575.5729961000001,Africa,Liberia
1957,975950.0,39.486,620.9699901,Africa,Liberia
1962,1112796.0,40.501999999999995,634.1951625,Africa,Liberia
1967,1279406.0,41.536,713.6036482999999,Africa,Liberia
1972,1482628.0,42.614,803.0054535,Africa,Liberia
1977,1703617.0,43.763999999999996,640.3224382999999,Africa,Liberia
1982,1956875.0,44.852,572.1995694,Africa,Liberia
1987,2269414.0,46.027,506.1138573,Africa,Liberia
1992,1912974.0,40.802,636.6229191000001,Africa,Liberia
1997,2200725.0,42.221000000000004,609.1739508,Africa,Liberia
2002,2814651.0,43.753,531.4823679,Africa,Liberia
2007,3193942.0,45.678000000000004,414.5073415,Africa,Liberia
1952,1019729.0,42.723,2387.54806,Africa,Libya
1957,1201578.0,45.288999999999994,3448.284395,Africa,Libya
1962,1441863.0,47.808,6757.0308159999995,Africa,Libya
1967,1759224.0,50.227,18772.75169,Africa,Libya
1972,2183877.0,52.773,21011.497209999998,Africa,Libya
1977,2721783.0,57.442,21951.21176,Africa,Libya
1982,3344074.0,62.155,17364.275380000003,Africa,Libya
1987,3799845.0,66.234,11770.5898,Africa,Libya
1992,4364501.0,68.755,9640.138501000001,Africa,Libya
1997,4759670.0,71.555,9467.446056,Africa,Libya
2002,5368585.0,72.737,9534.677467,Africa,Libya
2007,6036914.0,73.952,12057.49928,Africa,Libya
1952,4762912.0,36.681,1443.011715,Africa,Madagascar
1957,5181679.0,38.865,1589.20275,Africa,Madagascar
1962,5703324.0,40.848,1643.38711,Africa,Madagascar
1967,6334556.0,42.881,1634.047282,Africa,Madagascar
1972,7082430.0,44.851000000000006,1748.562982,Africa,Madagascar
1977,8007166.0,46.881,1544.228586,Africa,Madagascar
1982,9171477.0,48.968999999999994,1302.878658,Africa,Madagascar
1987,10568642.0,49.35,1155.4419480000001,Africa,Madagascar
1992,12210395.0,52.214,1040.6761900000001,Africa,Madagascar
1997,14165114.0,54.978,986.2958956,Africa,Madagascar
2002,16473477.0,57.286,894.6370822,Africa,Madagascar
2007,19167654.0,59.443000000000005,1044.770126,Africa,Madagascar
1952,2917802.0,36.256,369.1650802,Africa,Malawi
1957,3221238.0,37.207,416.36980639999996,Africa,Malawi
1962,3628608.0,38.41,427.90108560000004,Africa,Malawi
1967,4147252.0,39.486999999999995,495.5147806,Africa,Malawi
1972,4730997.0,41.766000000000005,584.6219709,Africa,Malawi
1977,5637246.0,43.766999999999996,663.2236766,Africa,Malawi
1982,6502825.0,45.641999999999996,632.8039209,Africa,Malawi
1987,7824747.0,47.457,635.5173633999999,Africa,Malawi
1992,10014249.0,49.42,563.2000145,Africa,Malawi
1997,10419991.0,47.495,692.2758102999999,Africa,Malawi
2002,11824495.0,45.00899999999999,665.4231186000001,Africa,Malawi
2007,13327079.0,48.303000000000004,759.3499101,Africa,Malawi
1952,6748378.0,48.463,1831.132894,Asia,Malaysia
1957,7739235.0,52.102,1810.0669920000003,Asia,Malaysia
1962,8906385.0,55.736999999999995,2036.8849440000001,Asia,Malaysia
1967,10154878.0,59.371,2277.742396,Asia,Malaysia
1972,11441462.0,63.01,2849.09478,Asia,Malaysia
1977,12845381.0,65.256,3827.9215710000003,Asia,Malaysia
1982,14441916.0,68.0,4920.355951,Asia,Malaysia
1987,16331785.0,69.5,5249.802653,Asia,Malaysia
1992,18319502.0,70.693,7277.912802,Asia,Malaysia
1997,20476091.0,71.938,10132.90964,Asia,Malaysia
2002,22662365.0,73.044,10206.97794,Asia,Malaysia
2007,24821286.0,74.241,12451.6558,Asia,Malaysia
1952,3838168.0,33.685,452.3369807,Africa,Mali
1957,4241884.0,35.306999999999995,490.3821867,Africa,Mali
1962,4690372.0,36.936,496.17434280000003,Africa,Mali
1967,5212416.0,38.486999999999995,545.0098873,Africa,Mali
1972,5828158.0,39.977,581.3688761,Africa,Mali
1977,6491649.0,41.714,686.3952693,Africa,Mali
1982,6998256.0,43.916000000000004,618.0140640999999,Africa,Mali
1987,7634008.0,46.364,684.1715576,Africa,Mali
1992,8416215.0,48.388000000000005,739.014375,Africa,Mali
1997,9384984.0,49.903,790.2579846,Africa,Mali
2002,10580176.0,51.818000000000005,951.4097517999999,Africa,Mali
2007,12031795.0,54.467,1042.581557,Africa,Mali
1952,1022556.0,40.543,743.1159097,Africa,Mauritania
1957,1076852.0,42.338,846.1202613,Africa,Mauritania
1962,1146757.0,44.248000000000005,1055.8960359999999,Africa,Mauritania
1967,1230542.0,46.288999999999994,1421.145193,Africa,Mauritania
1972,1332786.0,48.437,1586.851781,Africa,Mauritania
1977,1456688.0,50.852,1497.492223,Africa,Mauritania
1982,1622136.0,53.599,1481.150189,Africa,Mauritania
1987,1841240.0,56.145,1421.603576,Africa,Mauritania
1992,2119465.0,58.333,1361.369784,Africa,Mauritania
1997,2444741.0,60.43,1483.1361359999999,Africa,Mauritania
2002,2828858.0,62.247,1579.0195429999999,Africa,Mauritania
2007,3270065.0,64.164,1803.1514960000002,Africa,Mauritania
1952,516556.0,50.986000000000004,1967.955707,Africa,Mauritius
1957,609816.0,58.089,2034.037981,Africa,Mauritius
1962,701016.0,60.246,2529.0674870000003,Africa,Mauritius
1967,789309.0,61.556999999999995,2475.387562,Africa,Mauritius
1972,851334.0,62.943999999999996,2575.4841579999998,Africa,Mauritius
1977,913025.0,64.93,3710.9829630000004,Africa,Mauritius
1982,992040.0,66.711,3688.037739,Africa,Mauritius
1987,1042663.0,68.74,4783.586903,Africa,Mauritius
1992,1096202.0,69.745,6058.2538460000005,Africa,Mauritius
1997,1149818.0,70.736,7425.705295000001,Africa,Mauritius
2002,1200206.0,71.954,9021.815894,Africa,Mauritius
2007,1250882.0,72.801,10956.99112,Africa,Mauritius
1952,30144317.0,50.788999999999994,3478.125529,Americas,Mexico
1957,35015548.0,55.19,4131.546641,Americas,Mexico
1962,41121485.0,58.299,4581.609385,Americas,Mexico
1967,47995559.0,60.11,5754.733883,Americas,Mexico
1972,55984294.0,62.361000000000004,6809.406690000001,Americas,Mexico
1977,63759976.0,65.032,7674.929108,Americas,Mexico
1982,71640904.0,67.405,9611.147541,Americas,Mexico
1987,80122492.0,69.498,8688.156003,Americas,Mexico
1992,88111030.0,71.455,9472.384295,Americas,Mexico
1997,95895146.0,73.67,9767.29753,Americas,Mexico
2002,102479927.0,74.902,10742.44053,Americas,Mexico
2007,108700891.0,76.195,11977.57496,Americas,Mexico
1952,800663.0,42.244,786.5668575,Asia,Mongolia
1957,882134.0,45.248000000000005,912.6626085,Asia,Mongolia
1962,1010280.0,48.251000000000005,1056.353958,Asia,Mongolia
1967,1149500.0,51.253,1226.04113,Asia,Mongolia
1972,1320500.0,53.754,1421.741975,Asia,Mongolia
1977,1528000.0,55.49100000000001,1647.511665,Asia,Mongolia
1982,1756032.0,57.489,2000.603139,Asia,Mongolia
1987,2015133.0,60.222,2338.008304,Asia,Mongolia
1992,2312802.0,61.271,1785.402016,Asia,Mongolia
1997,2494803.0,63.625,1902.2521,Asia,Mongolia
2002,2674234.0,65.033,2140.7393230000002,Asia,Mongolia
2007,2874127.0,66.803,3095.7722710000003,Asia,Mongolia
1952,413834.0,59.163999999999994,2647.585601,Europe,Montenegro
1957,442829.0,61.448,3682.259903,Europe,Montenegro
1962,474528.0,63.728,4649.593785,Europe,Montenegro
1967,501035.0,67.178,5907.850937,Europe,Montenegro
1972,527678.0,70.63600000000001,7778.414017,Europe,Montenegro
1977,560073.0,73.066,9595.929904999999,Europe,Montenegro
1982,562548.0,74.101,11222.58762,Europe,Montenegro
1987,569473.0,74.865,11732.51017,Europe,Montenegro
1992,621621.0,75.435,7003.339037000001,Europe,Montenegro
1997,692651.0,75.445,6465.613349,Europe,Montenegro
2002,720230.0,73.98100000000001,6557.194282,Europe,Montenegro
2007,684736.0,74.543,9253.896111,Europe,Montenegro
1952,9939217.0,42.873000000000005,1688.20357,Africa,Morocco
1957,11406350.0,45.423,1642.002314,Africa,Morocco
1962,13056604.0,47.924,1566.353493,Africa,Morocco
1967,14770296.0,50.335,1711.04477,Africa,Morocco
1972,16660670.0,52.861999999999995,1930.194975,Africa,Morocco
1977,18396941.0,55.73,2370.619976,Africa,Morocco
1982,20198730.0,59.65,2702.620356,Africa,Morocco
1987,22987397.0,62.677,2755.046991,Africa,Morocco
1992,25798239.0,65.393,2948.047252,Africa,Morocco
1997,28529501.0,67.66,2982.101858,Africa,Morocco
2002,31167783.0,69.615,3258.495584,Africa,Morocco
2007,33757175.0,71.164,3820.17523,Africa,Morocco
1952,6446316.0,31.285999999999998,468.5260381,Africa,Mozambique
1957,7038035.0,33.779,495.5868333000001,Africa,Mozambique
1962,7788944.0,36.161,556.6863539,Africa,Mozambique
1967,8680909.0,38.113,566.6691539,Africa,Mozambique
1972,9809596.0,40.328,724.9178037,Africa,Mozambique
1977,11127868.0,42.495,502.31973339999996,Africa,Mozambique
1982,12587223.0,42.795,462.2114149,Africa,Mozambique
1987,12891952.0,42.861000000000004,389.87618460000004,Africa,Mozambique
1992,13160731.0,44.284,410.89682389999996,Africa,Mozambique
1997,16603334.0,46.343999999999994,472.34607710000006,Africa,Mozambique
2002,18473780.0,44.026,633.6179466,Africa,Mozambique
2007,19951656.0,42.082,823.6856205,Africa,Mozambique
1952,20092996.0,36.319,331.0,Asia,Myanmar
1957,21731844.0,41.905,350.0,Asia,Myanmar
1962,23634436.0,45.108000000000004,388.0,Asia,Myanmar
1967,25870271.0,49.379,349.0,Asia,Myanmar
1972,28466390.0,53.07,357.0,Asia,Myanmar
1977,31528087.0,56.059,371.0,Asia,Myanmar
1982,34680442.0,58.056000000000004,424.0,Asia,Myanmar
1987,38028578.0,58.339,385.0,Asia,Myanmar
1992,40546538.0,59.32,347.0,Asia,Myanmar
1997,43247867.0,60.328,415.0,Asia,Myanmar
2002,45598081.0,59.908,611.0,Asia,Myanmar
2007,47761980.0,62.068999999999996,944.0,Asia,Myanmar
1952,485831.0,41.725,2423.780443,Africa,Namibia
1957,548080.0,45.226000000000006,2621.448058,Africa,Namibia
1962,621392.0,48.386,3173.215595,Africa,Namibia
1967,706640.0,51.159,3793.694753,Africa,Namibia
1972,821782.0,53.867,3746.080948,Africa,Namibia
1977,977026.0,56.437,3876.4859579999998,Africa,Namibia
1982,1099010.0,58.968,4191.100511,Africa,Namibia
1987,1278184.0,60.835,3693.7313369999997,Africa,Namibia
1992,1554253.0,61.998999999999995,3804.537999,Africa,Namibia
1997,1774766.0,58.909,3899.52426,Africa,Namibia
2002,1972153.0,51.479,4072.3247509999997,Africa,Namibia
2007,2055080.0,52.906000000000006,4811.060429,Africa,Namibia
1952,9182536.0,36.157,545.8657228999999,Asia,Nepal
1957,9682338.0,37.686,597.9363557999999,Asia,Nepal
1962,10332057.0,39.393,652.3968593,Asia,Nepal
1967,11261690.0,41.472,676.4422254,Asia,Nepal
1972,12412593.0,43.971000000000004,674.7881296,Asia,Nepal
1977,13933198.0,46.748000000000005,694.1124398,Asia,Nepal
1982,15796314.0,49.593999999999994,718.3730947,Asia,Nepal
1987,17917180.0,52.537,775.6324501,Asia,Nepal
1992,20326209.0,55.727,897.7403604,Asia,Nepal
1997,23001113.0,59.426,1010.892138,Asia,Nepal
2002,25873917.0,61.34,1057.206311,Asia,Nepal
2007,28901790.0,63.785,1091.359778,Asia,Nepal
1952,10381988.0,72.13,8941.571858,Europe,Netherlands
1957,11026383.0,72.99,11276.193440000001,Europe,Netherlands
1962,11805689.0,73.23,12790.849559999999,Europe,Netherlands
1967,12596822.0,73.82,15363.25136,Europe,Netherlands
1972,13329874.0,73.75,18794.74567,Europe,Netherlands
1977,13852989.0,75.24,21209.0592,Europe,Netherlands
1982,14310401.0,76.05,21399.46046,Europe,Netherlands
1987,14665278.0,76.83,23651.32361,Europe,Netherlands
1992,15174244.0,77.42,26790.94961,Europe,Netherlands
1997,15604464.0,78.03,30246.13063,Europe,Netherlands
2002,16122830.0,78.53,33724.75778,Europe,Netherlands
2007,16570613.0,79.762,36797.93332,Europe,Netherlands
1952,1994794.0,69.39,10556.575659999999,Oceania,New Zealand
1957,2229407.0,70.26,12247.39532,Oceania,New Zealand
1962,2488550.0,71.24,13175.678,Oceania,New Zealand
1967,2728150.0,71.52,14463.918930000002,Oceania,New Zealand
1972,2929100.0,71.89,16046.03728,Oceania,New Zealand
1977,3164900.0,72.22,16233.7177,Oceania,New Zealand
1982,3210650.0,73.84,17632.4104,Oceania,New Zealand
1987,3317166.0,74.32,19007.19129,Oceania,New Zealand
1992,3437674.0,76.33,18363.324940000002,Oceania,New Zealand
1997,3676187.0,77.55,21050.41377,Oceania,New Zealand
2002,3908037.0,79.11,23189.80135,Oceania,New Zealand
2007,4115771.0,80.204,25185.00911,Oceania,New Zealand
1952,1165790.0,42.31399999999999,3112.363948,Americas,Nicaragua
1957,1358828.0,45.431999999999995,3457.415947,Americas,Nicaragua
1962,1590597.0,48.632,3634.364406,Americas,Nicaragua
1967,1865490.0,51.88399999999999,4643.393534000001,Americas,Nicaragua
1972,2182908.0,55.151,4688.593267,Americas,Nicaragua
1977,2554598.0,57.47,5486.371089,Americas,Nicaragua
1982,2979423.0,59.298,3470.3381560000003,Americas,Nicaragua
1987,3344353.0,62.008,2955.984375,Americas,Nicaragua
1992,4017939.0,65.843,2170.151724,Americas,Nicaragua
1997,4609572.0,68.426,2253.023004,Americas,Nicaragua
2002,5146848.0,70.836,2474.548819,Americas,Nicaragua
2007,5675356.0,72.899,2749.320965,Americas,Nicaragua
1952,3379468.0,37.444,761.879376,Africa,Niger
1957,3692184.0,38.598,835.5234025000001,Africa,Niger
1962,4076008.0,39.486999999999995,997.7661127,Africa,Niger
1967,4534062.0,40.118,1054.384891,Africa,Niger
1972,5060262.0,40.546,954.2092363,Africa,Niger
1977,5682086.0,41.291000000000004,808.8970727999999,Africa,Niger
1982,6437188.0,42.598,909.7221354000001,Africa,Niger
1987,7332638.0,44.555,668.3000228,Africa,Niger
1992,8392818.0,47.391000000000005,581.182725,Africa,Niger
1997,9666252.0,51.313,580.3052092,Africa,Niger
2002,11140655.0,54.496,601.0745012,Africa,Niger
2007,12894865.0,56.867,619.6768923999999,Africa,Niger
1952,33119096.0,36.324,1077.281856,Africa,Nigeria
1957,37173340.0,37.802,1100.5925630000002,Africa,Nigeria
1962,41871351.0,39.36,1150.9274779999998,Africa,Nigeria
1967,47287752.0,41.04,1014.5141039999999,Africa,Nigeria
1972,53740085.0,42.821000000000005,1698.3888379999999,Africa,Nigeria
1977,62209173.0,44.513999999999996,1981.9518059999998,Africa,Nigeria
1982,73039376.0,45.826,1576.97375,Africa,Nigeria
1987,81551520.0,46.886,1385.029563,Africa,Nigeria
1992,93364244.0,47.472,1619.848217,Africa,Nigeria
1997,106207839.0,47.464,1624.941275,Africa,Nigeria
2002,119901274.0,46.608000000000004,1615.2863949999999,Africa,Nigeria
2007,135031164.0,46.858999999999995,2013.9773050000001,Africa,Nigeria
1952,3327728.0,72.67,10095.42172,Europe,Norway
1957,3491938.0,73.44,11653.97304,Europe,Norway
1962,3638919.0,73.47,13450.40151,Europe,Norway
1967,3786019.0,74.08,16361.87647,Europe,Norway
1972,3933004.0,74.34,18965.05551,Europe,Norway
1977,4043205.0,75.37,23311.34939,Europe,Norway
1982,4114787.0,75.97,26298.635309999998,Europe,Norway
1987,4186147.0,75.89,31540.9748,Europe,Norway
1992,4286357.0,77.32,33965.66115,Europe,Norway
1997,4405672.0,78.32,41283.16433,Europe,Norway
2002,4535591.0,79.05,44683.97525,Europe,Norway
2007,4627926.0,80.196,49357.19017,Europe,Norway
1952,507833.0,37.578,1828.230307,Asia,Oman
1957,561977.0,40.08,2242.746551,Asia,Oman
1962,628164.0,43.165,2924.638113,Asia,Oman
1967,714775.0,46.988,4720.942687,Asia,Oman
1972,829050.0,52.143,10618.03855,Asia,Oman
1977,1004533.0,57.367,11848.343920000001,Asia,Oman
1982,1301048.0,62.728,12954.791009999999,Asia,Oman
1987,1593882.0,67.734,18115.223130000002,Asia,Oman
1992,1915208.0,71.197,18616.70691,Asia,Oman
1997,2283635.0,72.499,19702.055809999998,Asia,Oman
2002,2713462.0,74.193,19774.83687,Asia,Oman
2007,3204897.0,75.64,22316.19287,Asia,Oman
1952,41346560.0,43.43600000000001,684.5971437999999,Asia,Pakistan
1957,46679944.0,45.556999999999995,747.0835292,Asia,Pakistan
1962,53100671.0,47.67,803.3427418,Asia,Pakistan
1967,60641899.0,49.8,942.4082588,Asia,Pakistan
1972,69325921.0,51.928999999999995,1049.938981,Asia,Pakistan
1977,78152686.0,54.043,1175.921193,Asia,Pakistan
1982,91462088.0,56.158,1443.429832,Asia,Pakistan
1987,105186881.0,58.245,1704.686583,Asia,Pakistan
1992,120065004.0,60.838,1971.8294640000001,Asia,Pakistan
1997,135564834.0,61.818000000000005,2049.3505210000003,Asia,Pakistan
2002,153403524.0,63.61,2092.712441,Asia,Pakistan
2007,169270617.0,65.483,2605.94758,Asia,Pakistan
1952,940080.0,55.191,2480.380334,Americas,Panama
1957,1063506.0,59.201,2961.800905,Americas,Panama
1962,1215725.0,61.817,3536.540301,Americas,Panama
1967,1405486.0,64.071,4421.009084,Americas,Panama
1972,1616384.0,66.21600000000001,5364.2496630000005,Americas,Panama
1977,1839782.0,68.681,5351.912144,Americas,Panama
1982,2036305.0,70.472,7009.601598,Americas,Panama
1987,2253639.0,71.523,7034.779161,Americas,Panama
1992,2484997.0,72.462,6618.74305,Americas,Panama
1997,2734531.0,73.738,7113.692252,Americas,Panama
2002,2990875.0,74.712,7356.031934000001,Americas,Panama
2007,3242173.0,75.53699999999999,9809.185636,Americas,Panama
1952,1555876.0,62.648999999999994,1952.3087010000002,Americas,Paraguay
1957,1770902.0,63.196000000000005,2046.1547059999998,Americas,Paraguay
1962,2009813.0,64.361,2148.027146,Americas,Paraguay
1967,2287985.0,64.95100000000001,2299.376311,Americas,Paraguay
1972,2614104.0,65.815,2523.337977,Americas,Paraguay
1977,2984494.0,66.35300000000001,3248.373311,Americas,Paraguay
1982,3366439.0,66.874,4258.5036039999995,Americas,Paraguay
1987,3886512.0,67.378,3998.875695,Americas,Paraguay
1992,4483945.0,68.225,4196.411078,Americas,Paraguay
1997,5154123.0,69.4,4247.400261,Americas,Paraguay
2002,5884491.0,70.755,3783.674243,Americas,Paraguay
2007,6667147.0,71.752,4172.838464,Americas,Paraguay
1952,8025700.0,43.902,3758.523437,Americas,Peru
1957,9146100.0,46.263000000000005,4245.256697999999,Americas,Peru
1962,10516500.0,49.096000000000004,4957.037982,Americas,Peru
1967,12132200.0,51.445,5788.09333,Americas,Peru
1972,13954700.0,55.448,5937.827283,Americas,Peru
1977,15990099.0,58.446999999999996,6281.290854999999,Americas,Peru
1982,18125129.0,61.406000000000006,6434.501797,Americas,Peru
1987,20195924.0,64.134,6360.9434439999995,Americas,Peru
1992,22430449.0,66.458,4446.380924,Americas,Peru
1997,24748122.0,68.38600000000001,5838.347657,Americas,Peru
2002,26769436.0,69.906,5909.020073,Americas,Peru
2007,28674757.0,71.421,7408.905561,Americas,Peru
1952,22438691.0,47.751999999999995,1272.880995,Asia,Philippines
1957,26072194.0,51.333999999999996,1547.9448439999999,Asia,Philippines
1962,30325264.0,54.757,1649.5521529999999,Asia,Philippines
1967,35356600.0,56.393,1814.12743,Asia,Philippines
1972,40850141.0,58.065,1989.3740699999998,Asia,Philippines
1977,46850962.0,60.06,2373.204287,Asia,Philippines
1982,53456774.0,62.082,2603.273765,Asia,Philippines
1987,60017788.0,64.15100000000001,2189.634995,Asia,Philippines
1992,67185766.0,66.458,2279.3240170000004,Asia,Philippines
1997,75012988.0,68.564,2536.534925,Asia,Philippines
2002,82995088.0,70.303,2650.921068,Asia,Philippines
2007,91077287.0,71.688,3190.481016,Asia,Philippines
1952,25730551.0,61.31,4029.3296990000003,Europe,Poland
1957,28235346.0,65.77,4734.253019,Europe,Poland
1962,30329617.0,67.64,5338.752143,Europe,Poland
1967,31785378.0,69.61,6557.152776,Europe,Poland
1972,33039545.0,70.85,8006.506993000001,Europe,Poland
1977,34621254.0,70.67,9508.141454,Europe,Poland
1982,36227381.0,71.32,8451.531004,Europe,Poland
1987,37740710.0,70.98,9082.351172,Europe,Poland
1992,38370697.0,70.99,7738.881247,Europe,Poland
1997,38654957.0,72.75,10159.58368,Europe,Poland
2002,38625976.0,74.67,12002.23908,Europe,Poland
2007,38518241.0,75.563,15389.924680000002,Europe,Poland
1952,8526050.0,59.82,3068.319867,Europe,Portugal
1957,8817650.0,61.51,3774.571743,Europe,Portugal
1962,9019800.0,64.39,4727.954889,Europe,Portugal
1967,9103000.0,66.6,6361.517993,Europe,Portugal
1972,8970450.0,69.26,9022.247417,Europe,Portugal
1977,9662600.0,70.41,10172.48572,Europe,Portugal
1982,9859650.0,72.77,11753.84291,Europe,Portugal
1987,9915289.0,74.06,13039.30876,Europe,Portugal
1992,9927680.0,74.86,16207.266630000002,Europe,Portugal
1997,10156415.0,75.97,17641.03156,Europe,Portugal
2002,10433867.0,77.29,19970.90787,Europe,Portugal
2007,10642836.0,78.098,20509.64777,Europe,Portugal
1952,2227000.0,64.28,3081.959785,Americas,Puerto Rico
1957,2260000.0,68.54,3907.1561890000003,Americas,Puerto Rico
1962,2448046.0,69.62,5108.34463,Americas,Puerto Rico
1967,2648961.0,71.1,6929.277714,Americas,Puerto Rico
1972,2847132.0,72.16,9123.041742,Americas,Puerto Rico
1977,3080828.0,73.44,9770.524921,Americas,Puerto Rico
1982,3279001.0,73.75,10330.98915,Americas,Puerto Rico
1987,3444468.0,74.63,12281.34191,Americas,Puerto Rico
1992,3585176.0,73.911,14641.587109999999,Americas,Puerto Rico
1997,3759430.0,74.917,16999.4333,Americas,Puerto Rico
2002,3859606.0,77.778,18855.606180000002,Americas,Puerto Rico
2007,3942491.0,78.74600000000001,19328.70901,Americas,Puerto Rico
1952,257700.0,52.724,2718.885295,Africa,Reunion
1957,308700.0,55.09,2769.451844,Africa,Reunion
1962,358900.0,57.666000000000004,3173.72334,Africa,Reunion
1967,414024.0,60.542,4021.1757390000002,Africa,Reunion
1972,461633.0,64.274,5047.658563,Africa,Reunion
1977,492095.0,67.064,4319.804067,Africa,Reunion
1982,517810.0,69.885,5267.219353,Africa,Reunion
1987,562035.0,71.913,5303.377488,Africa,Reunion
1992,622191.0,73.615,6101.2558229999995,Africa,Reunion
1997,684810.0,74.77199999999999,6071.941411,Africa,Reunion
2002,743981.0,75.744,6316.1652,Africa,Reunion
2007,798094.0,76.442,7670.122558,Africa,Reunion
1952,16630000.0,61.05,3144.613186,Europe,Romania
1957,17829327.0,64.1,3943.370225,Europe,Romania
1962,18680721.0,66.8,4734.9975859999995,Europe,Romania
1967,19284814.0,66.8,6470.866545,Europe,Romania
1972,20662648.0,69.21,8011.414401999999,Europe,Romania
1977,21658597.0,69.46,9356.39724,Europe,Romania
1982,22356726.0,69.66,9605.314053,Europe,Romania
1987,22686371.0,69.53,9696.273295,Europe,Romania
